id,year_start,year_end,year_label,era,area_code,region,category,title,importance,summary,wiki,lat,lon
207,1924,1927,1924〜1927,近代,CHN,中国,POL,第一次国共合作,3,国民党と共産党の協力,国共合作,32.06,118.80
208,1926,1928,1926〜1928,近代,CHN,中国,WAR,北伐,4,蒋介石による全国統一戦,北伐 (中国国民党),32.06,118.80
209,1929,1929,1929,近代,AMER_N,アメリカ,ECO,世界恐慌,5,10/24 ブラックサーズデー,世界恐慌,40.71,-74.01
210,1931,1931,1931,近代,CHN,中国,WAR,満州事変,4,,満洲事変,41.8,123.43
211,1933,1933,1933,近代,AMER_N,アメリカ,ECO,ニューディール政策,4,修正資本主義,ニューディール政策,38.9,-77.04
212,1937,1945,1937〜1945,近代,CHN,東アジア,WAR,日中戦争,4,,日中戦争,39.85,116.21
213,1938,1938,1938,近代,EUR_C,欧州,POL,ミュンヘン会談,4,対独宥和でズデーテン割譲を承認,ミュンヘン会談,48.14,11.58
214,1939,1945,1939〜1945,近代,WORLD,世界,WAR,第二次世界大戦,5,核時代・冷戦構造へ,第二次世界大戦,52.52,13.4
215,1939,1939,1939,近代,EUR_C,欧州,POL,独ソ不可侵条約,5,大戦勃発の直接的要因,独ソ不可侵条約,55.75,37.62
216,1941,1941,1941,近代,JPN,太平洋,WAR,パールハーバー,4,太平洋戦争開戦,真珠湾攻撃,21.36,-157.95
217,1946,1954,1946〜1954,現代,SEA,インドシナ,WAR,第一次インドシナ戦争,3,対フランス独立戦争,第一次インドシナ戦争,21.03,105.85
218,1947,1947,1947,現代,IND,南アジア,POL,インド・パキスタン分離独立,5,英領インドが宗教で分離独立,インド・パキスタン分離独立,28.61,77.21
219,1948,1949,1948〜1949,現代,LEV,中東,WAR,イスラエル建国,5,建国宣言と第一次中東戦争,第一次中東戦争,31.78,35.21
220,1948,1949,1948〜1949,現代,EUR_C,ドイツ,POL,ベルリン封鎖,4,冷戦初期のソ連による封鎖,ベルリン封鎖,52.52,13.40
221,1949,1949,1949,現代,CHN,中国,POL,中華人民共和国成立,5,毛沢東／台湾に中華民国(蒋介石),中華人民共和国,39.91,116.39
222,1950,1953,1950〜1953,現代,KOR,朝鮮,WAR,朝鮮戦争,4,冷戦の熱戦化・南北分断固定,朝鮮戦争,37.57,126.98
223,1951,1951,1951,現代,JPN,日本,POL,サンフランシスコ平和条約,4,吉田茂・主権回復,サンフランシスコ講和条約,37.77,-122.42
224,1952,1952,1952,現代,JPN,日本,POL,(旧)日米安全保障条約,3,,日米安全保障条約,37.77,-122.42
225,1952,1952,1952,現代,EUR_W,ヨーロッパ,POL,ECSC(欧州石炭鉄鋼共同体),3,EU統合の出発点,欧州石炭鉄鋼共同体,48.86,2.35
226,1955,1955,1955,現代,SEA,アジア,POL,バンドン会議,4,非同盟諸国が平和十原則を採択,バンドン会議,-6.92,107.61
227,1956,1956,1956,現代,EGY,中東,WAR,スエズ動乱,4,第二次中東戦争でスエズ運河を争う,第二次中東戦争,30.59,32.27
228,1956,1956,1956,現代,EUR_E,東欧,WAR,ハンガリー動乱,4,反ソ蜂起をソ連が鎮圧,ハンガリー動乱,47.50,19.04
229,1958,1958,1958,現代,EUR_W,ヨーロッパ,ECO,EEC発足,3,欧州経済共同体が発足,欧州経済共同体,50.85,4.35
230,1958,1958,1958,現代,EUR_W,ヨーロッパ,ECO,EURATOM発足,2,欧州原子力共同体が発足,欧州原子力共同体,49.61,6.13
231,1960,1975,1960〜1975,現代,SEA,ベトナム,WAR,第二次インドシナ戦争(ベトナム戦争),4,解放戦線結成→米軍介入(65)→終結(75),ベトナム戦争,16.05,107.8
232,1960,1960,1960,現代,JPN,日本,POL,新日米安全保障条約,3,改定された日米安保条約,日本国とアメリカ合衆国との間の相互協力及び安全保障条約,35.68,139.75
233,1960,1960,1960,現代,JPN,日本,POL,日米地位協定,3,在日米軍の地位を定める協定,日米地位協定,35.68,139.75
234,1962,1962,1962,現代,AMER_C,カリブ,POL,キューバ危機,5,核戦争寸前まで緊張が高まる,キューバ危機,23.11,-82.37
235,1962,1962,1962,現代,WORLD,世界,POL,中ソ対立の表面化,3,,中ソ対立,39.9,116.4
236,1966,1976,1966〜1976,現代,CHN,中国,POL,文化大革命,4,,文化大革命,39.9,116.39
237,1967,1967,1967,現代,EUR_W,ヨーロッパ,POL,EC(欧州共同体)発足,3,,欧州共同体,50.85,4.35
238,1968,1968,1968,現代,EUR_E,東欧,POL,プラハの春,4,チェコ自由化をソ連が弾圧,プラハの春,50.09,14.42
239,1972,1972,1972,現代,JPN,東アジア,POL,日中国交正常化,4,,日中共同声明,39.9,116.39
240,1973,1973,1973,現代,LEV,中東,WAR,第4次中東戦争,4,石油危機を招いた戦争,第四次中東戦争,30.59,32.27
241,1976,1976,1976,現代,SEA,ベトナム,POL,ベトナム社会主義共和国成立,3,,ベトナム,21.03,105.85
242,1979,1979,1979,現代,PER,イラン,REL,イラン革命,5,イスラム共和国が成立,イラン革命,35.69,51.39
243,1985,1985,1985,現代,EUR_E,ソ連,POL,ペレストロイカ・グラスノスチ,4,ゴルバチョフ改革,ペレストロイカ,55.75,37.62
244,1986,1986,1986,現代,EUR_E,ソ連,TEC,チェルノブイリ原発事故,4,原典1985を1986に修正,チェルノブイリ原子力発電所事故,51.39,30.1
245,1987,1987,1987,現代,AMER_N,アメリカ,ECO,ブラックマンデー,3,10/19 世界同時株安,ブラックマンデー,40.71,-74.01
246,1989,1989,1989,現代,EUR_C,ドイツ,POL,ベルリンの壁崩壊,5,冷戦終結の象徴,ベルリンの壁,52.52,13.38
247,1989,1989,1989,現代,CHN,中国,POL,天安門事件,4,,六四天安門事件,39.91,116.39
248,1990,1991,1990〜1991,現代,MESO,中東,WAR,湾岸戦争,5,多国籍軍がイラクを攻撃,湾岸戦争,29.37,47.98
249,1990,1990,1990,現代,EUR_E,ソ連,POL,ソ連 大統領制採用,3,,ソビエト連邦,55.75,37.62
250,1991,1991,1991,現代,EUR_E,ソ連,POL,ソ連崩壊,5,冷戦の最終的終結,ソビエト連邦の崩壊,55.75,37.62
251,1992,1992,1992,現代,EUR_W,欧州,POL,マーストリヒト条約,5,欧州連合の創設を定める,マーストリヒト条約,50.85,5.69
252,1997,1997,1997,現代,CHN,香港,POL,香港返還,3,,香港返還,22.32,114.17
253,1999,2001,1999〜2001,現代,AMER_N,アメリカ,ECO,ドットコムバブル,3,IT関連株バブルの膨張と崩壊,ドットコムバブル,37.39,-122.08
254,2001,2001,2001,現代,AMER_N,アメリカ,WAR,9.11 同時多発テロ,5,対テロ戦争の時代へ(追加提案),アメリカ同時多発テロ事件,40.71,-74.01
255,2008,2008,2008,現代,AMER_N,アメリカ,ECO,リーマンショック,5,世界金融危機,リーマン・ショック,40.7,-74.01
256,2017,2017,2017,現代,AMER_N,アメリカ,POL,第一次トランプ政権,3,,ドナルド・トランプ,38.9,-77.04
257,2020,2020,2020,現代,WORLD,世界,CUL,コロナ禍,5,新型コロナの世界的流行,COVID-19のパンデミック,30.59,114.31
258,2020,2020,2020,現代,EUR_BR,イギリス,POL,Brexit,4,イギリスのEU離脱,ブレグジット,51.51,-0.13
