id,year_start,year_end,year_label,era,area_code,region,category,title,importance,summary,wiki,lat,lon
187,1990,1991,1990〜1991,現代,MESO,中東,WAR,湾岸戦争,5,多国籍軍がイラクを攻撃,湾岸戦争,29.37,47.98
188,1992,1995,1992〜1995,現代,EUR_E,ボスニア,WAR,ボスニア・ヘルツェゴビナ紛争,4,民族浄化を伴うユーゴ内戦,ボスニア・ヘルツェゴビナ紛争,43.86,18.41
189,1994,1996,1994〜1996,現代,EUR_E,チェチェン,WAR,第一次チェチェン紛争,3,独立派とロシアの戦争,第一次チェチェン紛争,43.32,45.69
190,1994,1994,1994,現代,AFR_E,ルワンダ,WAR,ルワンダ虐殺,4,短期間に大規模な民族大虐殺,ルワンダ虐殺,-1.94,30.06
191,1998,1999,1998〜1999,現代,EUR_E,コソボ,WAR,コソボ紛争,3,セルビアとアルバニア系の紛争,コソボ紛争,42.67,21.17
192,1998,2003,1998〜2003,現代,AFR_E,コンゴ,WAR,第二次コンゴ戦争,4,アフリカ大戦と呼ばれる大規模紛争,第二次コンゴ戦争,-4.32,15.31
193,1999,2009,1999〜2009,現代,EUR_E,チェチェン,WAR,第二次チェチェン紛争,3,ロシアがチェチェンを再制圧,第二次チェチェン紛争,43.32,45.69
194,2001,2021,2001〜2021,現代,PER,アフガニスタン,WAR,アフガニスタン紛争,4,対テロ戦争で米が侵攻し撤退,アフガニスタン紛争 (2001年-2021年),34.53,69.17
195,2001,2001,2001,現代,AMER_N,アメリカ,WAR,9.11 同時多発テロ,5,対テロ戦争の時代へ(追加提案),アメリカ同時多発テロ事件,40.71,-74.01
196,2003,2011,2003〜2011,現代,MESO,イラク,WAR,イラク戦争,4,米英が侵攻しフセイン政権打倒,イラク戦争,33.31,44.36
197,2003,,2003〜,現代,AFR_E,スーダン,WAR,ダルフール紛争,3,スーダン西部の民族紛争,ダルフール紛争,13.45,24.20
198,2011,,2011〜,現代,LEV,シリア,WAR,シリア内戦,4,アサド政権と反体制派の内戦,シリア内戦,34.80,38.99
199,2022,,2022〜,現代,EUR_E,ウクライナ,WAR,ロシアのウクライナ侵攻,5,欧州で最大規模の全面侵攻,ロシアのウクライナ侵攻,50.45,30.52
